"filename", "language", "Go Module File", "Go", "Go Checksum File", "Protocol Buffers", "comment", "blank", "total"
"/home/crystal9210/Go_util_templates/test_practice/mock/sample.go", "Go", 0, 4, 0, 0, 0, 2, 6
"/home/crystal9210/Go_util_templates/test_practice/mock/sample_test.go", "Go", 0, 23, 0, 0, 0, 8, 31
"/home/crystal9210/Go_util_templates/test_practice/re_mock_with_testify/main.go", "Go", 0, 37, 0, 0, 0, 9, 46
"/home/crystal9210/Go_util_templates/test_practice/re_mock_with_testify/main_test.go", "Go", 0, 36, 0, 0, 0, 9, 45
"/home/crystal9210/Go_util_templates/test_practice/re_testify_test/main.go", "Go", 0, 12, 0, 0, 0, 4, 16
"/home/crystal9210/Go_util_templates/test_practice/re_testify_test/main_test.go", "Go", 0, 65, 0, 0, 0, 11, 76
"/home/crystal9210/Go_util_templates/test_practice/re_unit_test/main.go", "Go", 0, 9, 0, 0, 0, 4, 13
"/home/crystal9210/Go_util_templates/test_practice/re_unit_test/main_test.go", "Go", 0, 35, 0, 0, 0, 9, 44
"/home/crystal9210/Go_util_templates/test_practice/somefunc/somefunc.go", "Go", 0, 14, 0, 0, 0, 6, 20
"/home/crystal9210/Go_util_templates/test_practice/somefunc/somefunc_test.go", "Go", 0, 30, 0, 0, 0, 7, 37
"/home/crystal9210/Go_util_templates/test_practice/someprocess/someprocess.go", "Go", 0, 7, 0, 0, 0, 3, 10
"/home/crystal9210/Go_util_templates/test_practice/someprocess/someprocess_test.go", "Go", 0, 26, 0, 0, 0, 5, 31
"/home/crystal9210/Go_util_templates/test_practice/sub_test_out/calc.go", "Go", 0, 4, 0, 0, 0, 2, 6
"/home/crystal9210/Go_util_templates/test_practice/sub_test_out/calc_test.go", "Go", 0, 61, 0, 0, 0, 5, 66
"/home/crystal9210/Go_util_templates/test_practice/testify/main.go", "Go", 0, 39, 0, 0, 0, 12, 51
"/home/crystal9210/Go_util_templates/test_practice/testify/main_test.go", "Go", 0, 35, 0, 0, 0, 12, 47
"Total", "-", 70, 3388, 161, 45, 0, 794, 4458
